# nstg=2468		 ndv=1024		 nctl=153

#  1:j            2:Mr         3:dtprv           4:dMr             5:n             6:p             7:d             8:t           9:he3          10:he4          11:li6          12:li7          13:be7          14:be9           15:b8          16:b10          17:b11          18:c12          19:c13          20:n13          21:n14          22:n15          23:o14          24:o15          25:o16          26:o17          27:o18          28:f17          29:f18          30:f19         31:ne18         32:ne19         33:ne20         34:ne21         35:ne22         36:na21         37:na22         38:na23         39:mg22         40:mg23         41:mg24         42:mg25         43:mg26         44:al25         45:al-6         46:al*6         47:al27         48:si26         49:si27         50:si28         51:si29         52:si30         53:si31         54:si32          55:p29          56:p30          57:p31          58:p32          59:p33          60:s30          61:s31          62:s32          63:s33          64:s34          65:s35          66:s36         67:cl33         68:cl34         69:cl35         70:cl36         71:cl37         72:ar34         73:ar35         74:ar36         75:ar37         76:ar38         77:ar39         78:ar40          79:k37          80:k38          81:k39          82:k40          83:k41         84:ca38         85:ca39         86:ca40         87:ca41         88:ca42         89:ca43         90:sc41         91:sc42         92:sc43         93:sc44         94:sc45         95:ti43         96:ti44         97:ti45         98:ti46         99:ti47        100:ti48         101:v45         102:v46         103:v47         104:v48         105:v49         106:v50         107:v51        108:cr47        109:cr48        110:cr49        111:cr50        112:cr51        113:cr52        114:cr53        115:cr54        116:mn49        117:mn50        118:mn51        119:mn52        120:mn53        121:mn54        122:mn55        123:fe51        124:fe52        125:fe53        126:fe54        127:fe55        128:fe56        129:fe57        130:fe58        131:co53        132:co54        133:co55        134:co56        135:co57        136:co58        137:co59        138:ni55        139:ni56        140:ni57        141:ni58        142:ni59        143:ni60        144:ni61        145:ni62        146:cu57        147:cu58        148:cu59        149:cu60        150:cu61        151:cu62        152:cu63        153:zn60        154:zn61        155:zn62        156:zn63        157:zn64
   886    1.998881e+01    2.184684e-04    2.953319e-05    1.000000e-50    7.459861e-01    2.489044e-17    2.783345e-47    7.638292e-05    2.539375e-01    3.996136e-20    7.988196e-18    1.000000e-50    1.724319e-48    1.000000e-50    1.020623e-39    1.002469e-41    2.265449e-48    7.824437e-47    1.000000e-50    9.301806e-47    8.905445e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338397e-47    1.721502e-46    1.000000e-50    1.461267e-48    1.024605e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007357e-46    8.459281e-47    1.000000e-50    5.116711e-47    1.052051e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079682e-46    2.154594e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110742e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110991e-46    1.922292e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774154e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951702e-47    1.568382e-46    2.290548e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538796e-46    1.000000e-50    7.025924e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897754e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314461e-46    1.000000e-50    1.169180e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182573e-46    1.192583e-46    1.718725e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122606e-48    1.720220e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201934e-46    1.821144e-46    8.001453e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813631e-46    1.000000e-50    1.171468e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210676e-46    7.680541e-47    9.460470e-47    1.000000e-50    1.088852e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906788e-46    1.000000e-50    7.651353e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217595e-46    8.211296e-47    5.721267e-47    9.090129e-47    3.250446e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963954e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125513e-46    9.090597e-47    1.471832e-46    1.438544e-46    1.264607e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005698e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   887    1.998884e+01    2.184684e-04    2.691017e-05    1.000000e-50    7.459861e-01    2.489234e-17    2.697913e-47    7.638291e-05    2.539375e-01    4.231526e-20    8.248377e-18    1.000000e-50    1.732289e-48    1.000000e-50    1.008897e-39    9.892605e-42    2.190125e-48    7.824413e-47    1.000000e-50    9.301783e-47    8.905421e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338373e-47    1.721498e-46    1.000000e-50    1.461267e-48    1.024603e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007355e-46    8.459254e-47    1.000000e-50    5.116711e-47    1.052049e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079680e-46    2.154589e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110740e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110989e-46    1.922287e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774149e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951695e-47    1.568377e-46    2.290543e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538792e-46    1.000000e-50    7.025921e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897749e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314460e-46    1.000000e-50    1.169173e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182570e-46    1.192580e-46    1.718720e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122612e-48    1.720215e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201932e-46    1.821139e-46    8.001418e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813626e-46    1.000000e-50    1.171465e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210674e-46    7.680541e-47    9.460430e-47    1.000000e-50    1.088862e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906783e-46    1.000000e-50    7.651308e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217593e-46    8.211296e-47    5.721254e-47    9.090088e-47    3.250433e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963941e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125511e-46    9.090574e-47    1.471827e-46    1.438540e-46    1.264602e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005674e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   888    1.998887e+01    2.184684e-04    2.451680e-05    1.000000e-50    7.459861e-01    2.489392e-17    2.612956e-47    7.638290e-05    2.539375e-01    4.457591e-20    8.492897e-18    1.000000e-50    1.739513e-48    1.000000e-50    9.982903e-40    9.773651e-42    2.123530e-48    7.824392e-47    1.000000e-50    9.301761e-47    8.905400e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338352e-47    1.721494e-46    1.000000e-50    1.461267e-48    1.024601e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007352e-46    8.459229e-47    1.000000e-50    5.116711e-47    1.052047e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079678e-46    2.154585e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110738e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110986e-46    1.922283e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774145e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951689e-47    1.568373e-46    2.290539e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538788e-46    1.000000e-50    7.025919e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897745e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314459e-46    1.000000e-50    1.169165e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182568e-46    1.192578e-46    1.718716e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122617e-48    1.720211e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201930e-46    1.821135e-46    8.001387e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813622e-46    1.000000e-50    1.171462e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210672e-46    7.680541e-47    9.460394e-47    1.000000e-50    1.088872e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906779e-46    1.000000e-50    7.651268e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217591e-46    8.211296e-47    5.721242e-47    9.090052e-47    3.250421e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963928e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125508e-46    9.090552e-47    1.471823e-46    1.438536e-46    1.264598e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005653e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   889    1.998889e+01    2.184684e-04    2.233336e-05    1.000000e-50    7.459861e-01    2.489524e-17    2.528593e-47    7.638289e-05    2.539375e-01    4.673634e-20    8.722018e-18    1.000000e-50    1.746063e-48    1.000000e-50    9.886910e-40    9.666432e-42    2.064507e-48    7.824373e-47    1.000000e-50    9.301742e-47    8.905381e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338333e-47    1.721490e-46    1.000000e-50    1.461267e-48    1.024599e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007350e-46    8.459207e-47    1.000000e-50    5.116711e-47    1.052045e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079676e-46    2.154581e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110736e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110984e-46    1.922279e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774141e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951684e-47    1.568370e-46    2.290535e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538785e-46    1.000000e-50    7.025916e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897741e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314458e-46    1.000000e-50    1.169158e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182567e-46    1.192576e-46    1.718712e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122622e-48    1.720208e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201928e-46    1.821131e-46    8.001359e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813618e-46    1.000000e-50    1.171460e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210670e-46    7.680541e-47    9.460362e-47    1.000000e-50    1.088880e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906775e-46    1.000000e-50    7.651232e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217589e-46    8.211296e-47    5.721231e-47    9.090019e-47    3.250410e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963915e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125507e-46    9.090533e-47    1.471819e-46    1.438532e-46    1.264595e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005634e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   890    1.998891e+01    2.184684e-04    2.034181e-05    1.000000e-50    7.459861e-01    2.489636e-17    2.444922e-47    7.638288e-05    2.539375e-01    4.879174e-20    8.936130e-18    1.000000e-50    1.752002e-48    1.000000e-50    9.799999e-40    9.569710e-42    2.012077e-48    7.824355e-47    1.000000e-50    9.301725e-47    8.905363e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338315e-47    1.721486e-46    1.000000e-50    1.461267e-48    1.024597e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007349e-46    8.459186e-47    1.000000e-50    5.116711e-47    1.052043e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079674e-46    2.154577e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110734e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110983e-46    1.922275e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774138e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951679e-47    1.568367e-46    2.290532e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538782e-46    1.000000e-50    7.025914e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897738e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314457e-46    1.000000e-50    1.169151e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182565e-46    1.192575e-46    1.718709e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122627e-48    1.720204e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201926e-46    1.821128e-46    8.001333e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813615e-46    1.000000e-50    1.171457e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210668e-46    7.680541e-47    9.460333e-47    1.000000e-50    1.088887e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906772e-46    1.000000e-50    7.651200e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217587e-46    8.211296e-47    5.721221e-47    9.089989e-47    3.250401e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963902e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125505e-46    9.090516e-47    1.471816e-46    1.438529e-46    1.264591e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005616e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   891    1.998893e+01    2.184684e-04    1.852558e-05    1.000000e-50    7.459861e-01    2.489732e-17    2.362025e-47    7.638287e-05    2.539375e-01    5.073925e-20    9.135723e-18    1.000000e-50    1.757389e-48    1.000000e-50    9.721282e-40    9.482394e-42    1.965407e-48    7.824340e-47    1.000000e-50    9.301709e-47    8.905348e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338300e-47    1.721483e-46    1.000000e-50    1.461267e-48    1.024596e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007347e-46    8.459167e-47    1.000000e-50    5.116711e-47    1.052042e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079672e-46    2.154574e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110732e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110981e-46    1.922272e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774134e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951674e-47    1.568364e-46    2.290529e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538779e-46    1.000000e-50    7.025912e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897734e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314456e-46    1.000000e-50    1.169144e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182563e-46    1.192573e-46    1.718706e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122631e-48    1.720201e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201924e-46    1.821125e-46    8.001310e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813612e-46    1.000000e-50    1.171455e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210666e-46    7.680541e-47    9.460307e-47    1.000000e-50    1.088894e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906768e-46    1.000000e-50    7.651170e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217585e-46    8.211296e-47    5.721211e-47    9.089962e-47    3.250392e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963890e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125503e-46    9.090500e-47    1.471812e-46    1.438525e-46    1.264588e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005601e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   892    1.998894e+01    2.184684e-04    1.686952e-05    1.000000e-50    7.459861e-01    2.489815e-17    2.279973e-47    7.638286e-05    2.539375e-01    5.257766e-20    9.321366e-18    1.000000e-50    1.762276e-48    1.000000e-50    9.649962e-40    9.403517e-42    1.923787e-48    7.824325e-47    1.000000e-50    9.301695e-47    8.905333e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338285e-47    1.721480e-46    1.000000e-50    1.461267e-48    1.024594e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007346e-46    8.459149e-47    1.000000e-50    5.116711e-47    1.052040e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079671e-46    2.154571e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110731e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110980e-46    1.922269e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774132e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951670e-47    1.568361e-46    2.290526e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538777e-46    1.000000e-50    7.025910e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897732e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314455e-46    1.000000e-50    1.169138e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182562e-46    1.192572e-46    1.718703e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122635e-48    1.720198e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201923e-46    1.821122e-46    8.001290e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813609e-46    1.000000e-50    1.171453e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210665e-46    7.680541e-47    9.460283e-47    1.000000e-50    1.088900e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906766e-46    1.000000e-50    7.651144e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217584e-46    8.211296e-47    5.721202e-47    9.089937e-47    3.250384e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963878e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125502e-46    9.090486e-47    1.471810e-46    1.438523e-46    1.264586e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005587e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   893    1.998896e+01    2.184684e-04    1.535974e-05    1.000000e-50    7.459861e-01    2.489887e-17    2.198778e-47    7.638286e-05    2.539375e-01    5.430722e-20    9.493677e-18    1.000000e-50    1.766710e-48    1.000000e-50    9.585323e-40    9.332222e-42    1.886605e-48    7.824312e-47    1.000000e-50    9.301682e-47    8.905321e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338272e-47    1.721478e-46    1.000000e-50    1.461267e-48    1.024593e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007344e-46    8.459133e-47    1.000000e-50    5.116711e-47    1.052039e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079670e-46    2.154569e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110730e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110978e-46    1.922267e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774129e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951666e-47    1.568359e-46    2.290523e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538774e-46    1.000000e-50    7.025908e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897729e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314455e-46    1.000000e-50    1.169131e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182561e-46    1.192570e-46    1.718700e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122638e-48    1.720196e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201922e-46    1.821119e-46    8.001271e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813606e-46    1.000000e-50    1.171452e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210664e-46    7.680541e-47    9.460261e-47    1.000000e-50    1.088905e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906763e-46    1.000000e-50    7.651120e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217583e-46    8.211296e-47    5.721194e-47    9.089915e-47    3.250376e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963867e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125501e-46    9.090473e-47    1.471807e-46    1.438520e-46    1.264583e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005574e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   894    1.998897e+01    2.184684e-04    1.398355e-05    1.000000e-50    7.459861e-01    2.489950e-17    2.118453e-47    7.638285e-05    2.539375e-01    5.592934e-20    9.653317e-18    1.000000e-50    1.770733e-48    1.000000e-50    9.526725e-40    9.267744e-42    1.853338e-48    7.824301e-47    1.000000e-50    9.301670e-47    8.905309e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338261e-47    1.721476e-46    1.000000e-50    1.461267e-48    1.024592e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007343e-46    8.459118e-47    1.000000e-50    5.116711e-47    1.052038e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079669e-46    2.154567e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110728e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110977e-46    1.922264e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774127e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951663e-47    1.568357e-46    2.290521e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538772e-46    1.000000e-50    7.025906e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897727e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314454e-46    1.000000e-50    1.169126e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182560e-46    1.192569e-46    1.718698e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122642e-48    1.720193e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201920e-46    1.821117e-46    8.001254e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813604e-46    1.000000e-50    1.171450e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210662e-46    7.680541e-47    9.460242e-47    1.000000e-50    1.088910e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906761e-46    1.000000e-50    7.651098e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217582e-46    8.211296e-47    5.721186e-47    9.089895e-47    3.250370e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963857e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125499e-46    9.090461e-47    1.471805e-46    1.438518e-46    1.264581e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005562e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
   895    1.998899e+01    2.184684e-04    1.272930e-05    1.000000e-50    7.459861e-01    2.490006e-17    2.039030e-47    7.638284e-05    2.539375e-01    5.744642e-20    9.800964e-18    1.000000e-50    1.774384e-48    1.000000e-50    9.473588e-40    9.209405e-42    1.823530e-48    7.824290e-47    1.000000e-50    9.301660e-47    8.905298e-47    1.000000e-50    1.000000e-50    1.000000e-50    9.338250e-47    1.721473e-46    1.000000e-50    1.461267e-48    1.024591e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.007342e-46    8.459105e-47    1.000000e-50    5.116711e-47    1.052037e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.079667e-46    2.154564e-46    1.000000e-50    1.000000e-50    1.667458e-50    1.110727e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.110976e-46    1.922262e-46    1.000000e-50    1.000000e-50    1.000000e-50    2.259348e-49    1.774125e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    5.951659e-47    1.568355e-46    2.290519e-46    1.000000e-50    1.000000e-50    1.000000e-50    1.071581e-50    1.538771e-46    1.000000e-50    7.025904e-47    1.000000e-50    1.000000e-50    1.000000e-50    6.226884e-47    1.897724e-46    1.000000e-50    1.000002e-50    1.000000e-50    5.693288e-49    1.314454e-46    1.000000e-50    1.169120e-48    1.000000e-50    1.000000e-50    1.004672e-50    1.182559e-46    1.192568e-46    1.718696e-46    1.000000e-50    1.000000e-50    3.212135e-48    2.122645e-48    1.720191e-46    1.000000e-50    1.000000e-50    2.800447e-48    1.201919e-46    1.821115e-46    8.001238e-47    1.000000e-50    1.000000e-50    1.067314e-48    1.000000e-50    1.813602e-46    1.000000e-50    1.171449e-46    1.000000e-50    1.000000e-50    1.228515e-48    1.210661e-46    7.680541e-47    9.460224e-47    1.000000e-50    1.088914e-47    1.000000e-50    1.000000e-50    1.295424e-48    2.566825e-49    1.906759e-46    1.000000e-50    7.651078e-47    1.000000e-50    1.000000e-50    6.783574e-49    1.217581e-46    8.211296e-47    5.721178e-47    9.089876e-47    3.250363e-47    1.000000e-50    1.000000e-50    1.393059e-47    1.000000e-50    5.264369e-47    1.000000e-50    2.963847e-50    1.000000e-50    1.000000e-50    2.654618e-47    1.125498e-46    9.090451e-47    1.471802e-46    1.438516e-46    1.264579e-46    1.000000e-50    1.000000e-50    1.000000e-50    3.742006e-50    8.741205e-49    1.000000e-50    7.005551e-47    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50    1.000000e-50
